Car_ID,Brand,Model,Year,Age ,Mileage(km),Fuel_Type,Transmission,Owner,Location,Market_Price(INR)
1992,Mahindra,XUV700,2008,17,62046,Electric,Manual,2nd Owner,Delhi,104602
1993,Mahindra,XUV500,2016,9,97029,Diesel,Automatic,1st Owner,Mumbai,540454
1994,Renault,Duster,2016,9,38507,CNG,Automatic,3rd Owner,Bangalore,677735
1995,Tata,Harrier,2012,13,54834,Diesel,Manual,2nd Owner,Chennai,992453
1996,Mahindra,Thar,2012,13,38869,Diesel,Automatic,2nd Owner,Pune,1020985
1997,Maruti,Dzire,2017,8,29022,Petrol,Automatic,1st Owner,Jaipur,648975
1998,Renault,Kwid,2021,4,46522,Diesel,Automatic,1st Owner,Pune,235300
1999,Tata,Harrier,2008,17,97856,Diesel,Manual,3rd Owner,Pune,616360
2000,Ford,Aspire,2022,3,72704,Electric,Automatic,1st Owner,Chennai,1664544
2001,Tata,Altroz,2011,14,61804,Diesel,Manual,1st Owner,Jaipur,127049
2002,Volkswagen,Taigun,2013,12,45361,CNG,Manual,3rd Owner,Delhi,494611
2003,Toyota,Etios,2006,19,103835,Diesel,Automatic,1st Owner,Chennai,93820
2004,Mahindra,XUV500,2012,13,22476,Petrol,Manual,2nd Owner,Kolkata,1012633
2005,Mahindra,Bolero,2020,5,87642,Diesel,Automatic,1st Owner,Jaipur,986810
2006,Hyundai,i20,2017,8,50748,Electric,Manual,3rd Owner,Hyderabad,1112318
2007,Renault,Triber,2017,8,21582,CNG,Automatic,2nd Owner,Mumbai,1107551
2008,Volkswagen,Polo,2010,15,22640,CNG,Manual,2nd Owner,Hyderabad,193016
2009,Toyota,Fortuner,2018,7,76203,Petrol,Manual,3rd Owner,Kolkata,706605
2010,Renault,Kiger,2020,5,98782,Diesel,Manual,2nd Owner,Mumbai,478563
2011,Tata,Harrier,2010,15,8908,Petrol,Automatic,1st Owner,Delhi,228952
2012,Hyundai,i20,2023,2,68871,Electric,Automatic,2nd Owner,Jaipur,1676440
2013,Volkswagen,Virtus,2011,14,24449,Diesel,Automatic,2nd Owner,Ahmedabad,467748
2014,Volkswagen,Vento,2009,16,119779,Electric,Manual,2nd Owner,Chennai,682191
2015,Renault,Kiger,2018,7,97383,Diesel,Manual,3rd Owner,Nagpur,842572
2016,Volkswagen,Polo,2017,8,91197,CNG,Manual,1st Owner,Jaipur,861322
2017,Hyundai,i20,2006,19,46560,Petrol,Manual,2nd Owner,Mumbai,372086
2018,Ford,Aspire,2014,11,124562,CNG,Automatic,1st Owner,Mumbai,99508
2019,Kia,Carnival,2017,8,85260,CNG,Automatic,2nd Owner,Kolkata,857649
2020,Volkswagen,Virtus,2014,11,28337,Electric,Manual,2nd Owner,Chennai,1118421
2021,Maruti,WagonR,2015,10,13657,Petrol,Automatic,1st Owner,Chennai,952799
2022,Renault,Duster,2006,19,106219,CNG,Automatic,3rd Owner,Delhi,410555
2023,Hyundai,Verna,2016,9,41006,Electric,Manual,2nd Owner,Bangalore,279442
2024,Volkswagen,Virtus,2005,20,51988,CNG,Automatic,1st Owner,Delhi,412442
2025,Ford,Ecosport,2018,7,83567,Diesel,Manual,2nd Owner,Nagpur,952450
2026,Volkswagen,Taigun,2017,8,96404,CNG,Automatic,3rd Owner,Kolkata,679667
2027,Toyota,Fortuner,2014,11,63040,CNG,Automatic,1st Owner,Hyderabad,363603
2028,Volkswagen,Vento,2012,13,72758,CNG,Automatic,2nd Owner,Bangalore,609113
2029,Honda,City,2021,4,49915,Diesel,Manual,1st Owner,Nagpur,1230005
2030,Tata,Punch,2020,5,62285,CNG,Manual,1st Owner,Delhi,524251
2031,Volkswagen,Virtus,2009,16,21044,Diesel,Manual,2nd Owner,Mumbai,751957
2032,Kia,Carens,2011,14,80252,Electric,Automatic,2nd Owner,Ahmedabad,318025
2033,Tata,Nexon,2012,13,7663,Petrol,Automatic,2nd Owner,Nagpur,1044217
2034,Ford,Figo,2009,16,63575,Petrol,Manual,1st Owner,Chennai,203163
2035,Hyundai,i20,2019,6,92377,Electric,Automatic,3rd Owner,Nagpur,1099951
2036,Volkswagen,Taigun,2020,5,5607,Electric,Manual,3rd Owner,Nagpur,1004347
2037,Honda,Jazz,2022,3,83209,Diesel,Automatic,3rd Owner,Chennai,1371996
2038,Hyundai,i10,2012,13,147092,CNG,Manual,1st Owner,Hyderabad,324156
2039,Ford,Ecosport,2009,16,13778,Diesel,Manual,2nd Owner,Ahmedabad,484593
2040,Ford,Ecosport,2008,17,9906,CNG,Manual,3rd Owner,Ahmedabad,625839
2041,Ford,Freestyle,2005,20,13564,CNG,Manual,3rd Owner,Hyderabad,378160
2042,Maruti,Baleno,2007,18,132741,Electric,Automatic,1st Owner,Ahmedabad,261339
2043,Maruti,WagonR,2011,14,88502,Petrol,Manual,1st Owner,Jaipur,705258
2044,Tata,Altroz,2022,3,78487,Electric,Automatic,2nd Owner,Delhi,1660431
2045,Tata,Altroz,2011,14,39990,Diesel,Manual,1st Owner,Delhi,119363
2046,Ford,Freestyle,2008,17,61498,Diesel,Manual,1st Owner,Mumbai,308596
2047,Ford,Endeavour,2019,6,22752,Petrol,Automatic,2nd Owner,Chennai,211255
2048,Ford,Ecosport,2020,5,96061,CNG,Manual,3rd Owner,Mumbai,603997
2049,Toyota,Glanza,2006,19,25510,Diesel,Manual,3rd Owner,Nagpur,322898
2050,Tata,Altroz,2005,20,61828,CNG,Manual,1st Owner,Delhi,259247
2051,Volkswagen,Polo,2007,18,124070,Diesel,Manual,3rd Owner,Delhi,283194
2052,Toyota,Innova,2019,6,113419,CNG,Automatic,3rd Owner,Pune,1358311
2053,Renault,Triber,2013,12,113506,Petrol,Manual,2nd Owner,Mumbai,730700
2054,Kia,Sonet,2022,3,120528,Diesel,Automatic,3rd Owner,Delhi,1119226
2055,Hyundai,i20,2009,16,88009,Petrol,Automatic,2nd Owner,Kolkata,706041
2056,Honda,Civic,2009,16,69855,Electric,Manual,3rd Owner,Bangalore,673496
2057,Hyundai,i20,2008,17,39076,Petrol,Manual,1st Owner,Pune,724487
2058,Kia,Seltos,2012,13,95873,Electric,Manual,3rd Owner,Pune,895823
2059,Renault,Triber,2006,19,64122,Diesel,Automatic,1st Owner,Nagpur,283914
2060,Tata,Punch,2015,10,33676,Electric,Manual,1st Owner,Delhi,511807
2061,Ford,Aspire,2012,13,62753,Electric,Manual,1st Owner,Mumbai,792872
2062,Tata,Altroz,2008,17,103482,Diesel,Automatic,3rd Owner,Chennai,347113
2063,Ford,Ecosport,2011,14,5395,Diesel,Manual,2nd Owner,Hyderabad,652664
2064,Maruti,WagonR,2021,4,140938,Electric,Automatic,1st Owner,Hyderabad,1199240
2065,Tata,Nexon,2016,9,103965,CNG,Manual,3rd Owner,Chennai,560080
2066,Renault,Captur,2013,12,52620,Electric,Automatic,3rd Owner,Bangalore,466837
2067,Volkswagen,Taigun,2018,7,66124,CNG,Manual,2nd Owner,Ahmedabad,1348095
2068,Tata,Altroz,2016,9,45268,Petrol,Automatic,1st Owner,Kolkata,1006775
2069,Tata,Punch,2009,16,12281,CNG,Manual,1st Owner,Nagpur,469817
2070,Toyota,Etios,2011,14,16020,Diesel,Automatic,2nd Owner,Nagpur,780870
2071,Mahindra,XUV500,2009,16,112113,Diesel,Automatic,3rd Owner,Delhi,118247
2072,Hyundai,Creta,2013,12,139839,Petrol,Automatic,1st Owner,Bangalore,433928
2073,Mahindra,XUV700,2006,19,16431,CNG,Manual,3rd Owner,Delhi,128251
2074,Hyundai,i20,2009,16,29736,Diesel,Manual,2nd Owner,Hyderabad,837250
2075,Hyundai,Creta,2022,3,45279,Electric,Automatic,3rd Owner,Ahmedabad,1485144
2076,Maruti,Swift,2023,2,33766,CNG,Automatic,3rd Owner,Jaipur,415521
2077,Honda,Amaze,2005,20,16162,Electric,Manual,3rd Owner,Jaipur,447266
2078,Kia,Carnival,2012,13,87228,CNG,Automatic,3rd Owner,Kolkata,617955
2079,Ford,Aspire,2008,17,119122,Diesel,Manual,2nd Owner,Delhi,179112
2080,Ford,Ecosport,2010,15,24687,Diesel,Manual,1st Owner,Hyderabad,179161
2081,Tata,Punch,2013,12,144433,Diesel,Manual,2nd Owner,Ahmedabad,958964
2082,Volkswagen,Polo,2007,18,128485,Electric,Manual,2nd Owner,Nagpur,298761
2083,Kia,Seltos,2010,15,139660,Diesel,Manual,3rd Owner,Jaipur,87614
2084,Ford,Endeavour,2018,7,10488,Diesel,Manual,1st Owner,Mumbai,1309719
2085,Tata,Punch,2015,10,55696,Electric,Manual,1st Owner,Mumbai,875323
2086,Toyota,Glanza,2013,12,69034,Diesel,Manual,2nd Owner,Jaipur,451669
2087,Volkswagen,Vento,2023,2,21370,Petrol,Automatic,2nd Owner,Jaipur,1694556
2088,Renault,Captur,2012,13,64542,Diesel,Manual,3rd Owner,Nagpur,807224
2089,Mahindra,Scorpio,2020,5,111826,Petrol,Automatic,3rd Owner,Pune,1125999
2090,Renault,Kwid,2012,13,118784,CNG,Manual,1st Owner,Pune,356522
2091,Kia,Sonet,2011,14,64142,Diesel,Manual,3rd Owner,Jaipur,955506
2092,Mahindra,Thar,2010,15,125871,Petrol,Automatic,2nd Owner,Mumbai,637505
2093,Renault,Captur,2017,8,29896,Petrol,Automatic,3rd Owner,Chennai,547773
2094,Kia,Seltos,2013,12,69844,Petrol,Manual,2nd Owner,Nagpur,1032446
2095,Hyundai,Venue,2021,4,34011,CNG,Automatic,3rd Owner,Jaipur,1014846
2096,Honda,Jazz,2020,5,51712,Petrol,Manual,3rd Owner,Kolkata,1278597
2097,Ford,Freestyle,2017,8,49778,CNG,Manual,1st Owner,Chennai,1227007
2098,Volkswagen,Vento,2015,10,90498,Diesel,Automatic,3rd Owner,Kolkata,148936
2099,Honda,Amaze,2023,2,10891,Electric,Automatic,3rd Owner,Ahmedabad,804164
2100,Ford,Endeavour,2023,2,84826,Petrol,Automatic,3rd Owner,Nagpur,1456403
2101,Kia,Seltos,2022,3,124874,CNG,Automatic,2nd Owner,Jaipur,1181946
2102,Volkswagen,Taigun,2017,8,77299,Petrol,Manual,3rd Owner,Jaipur,804932
2103,Renault,Duster,2014,11,125149,CNG,Manual,2nd Owner,Nagpur,1114313
2104,Hyundai,Venue,2014,11,144907,Petrol,Automatic,2nd Owner,Chennai,122676
2105,Tata,Punch,2017,8,7598,CNG,Manual,1st Owner,Mumbai,615376
2106,Renault,Kwid,2017,8,109913,CNG,Manual,1st Owner,Jaipur,506868
2107,Honda,Jazz,2021,4,32361,Diesel,Manual,3rd Owner,Jaipur,884006
2108,Maruti,WagonR,2020,5,84985,Diesel,Automatic,2nd Owner,Pune,1115148
2109,Mahindra,Bolero,2009,16,122198,CNG,Manual,1st Owner,Mumbai,282624
2110,Toyota,Etios,2017,8,31692,CNG,Manual,1st Owner,Chennai,1144623
2111,Kia,Carens,2023,2,55222,Electric,Automatic,2nd Owner,Ahmedabad,382561
2112,Renault,Kwid,2008,17,144151,Electric,Manual,2nd Owner,Mumbai,80051
2113,Mahindra,XUV500,2016,9,37211,Petrol,Manual,2nd Owner,Hyderabad,981990
2114,Honda,Amaze,2006,19,108126,Electric,Automatic,3rd Owner,Chennai,384367
2115,Ford,Aspire,2010,15,83874,Petrol,Automatic,1st Owner,Delhi,237660
2116,Toyota,Yaris,2018,7,130222,Diesel,Automatic,2nd Owner,Delhi,592400
2117,Tata,Nexon,2005,20,91975,Diesel,Manual,3rd Owner,Hyderabad,361749
2118,Honda,WRV,2014,11,130934,Electric,Automatic,3rd Owner,Hyderabad,650929
2119,Mahindra,XUV700,2018,7,90526,Diesel,Manual,1st Owner,Jaipur,678011
2120,Renault,Kwid,2009,16,80358,CNG,Automatic,1st Owner,Pune,297721
2121,Volkswagen,Polo,2005,20,70309,Electric,Manual,3rd Owner,Delhi,118236
2122,Hyundai,Venue,2012,13,42535,Electric,Automatic,1st Owner,Kolkata,612809
2123,Kia,Sonet,2016,9,89144,CNG,Automatic,1st Owner,Delhi,751767
2124,Toyota,Glanza,2015,10,31582,Electric,Manual,3rd Owner,Chennai,1259903
2125,Hyundai,Venue,2007,18,19349,CNG,Manual,3rd Owner,Mumbai,459127
2126,Hyundai,Creta,2019,6,124041,CNG,Automatic,2nd Owner,Bangalore,1048700
2127,Toyota,Glanza,2014,11,119913,CNG,Manual,2nd Owner,Pune,754761
2128,Volkswagen,Virtus,2011,14,73146,CNG,Manual,1st Owner,Chennai,457360
2129,Kia,Seltos,2012,13,56179,Petrol,Manual,2nd Owner,Pune,237829
2130,Mahindra,XUV700,2010,15,116967,Petrol,Automatic,3rd Owner,Jaipur,320457
2131,Kia,Seltos,2016,9,50636,Electric,Automatic,1st Owner,Mumbai,886385
2132,Ford,Ecosport,2015,10,21408,CNG,Manual,1st Owner,Ahmedabad,863940
2133,Mahindra,Thar,2012,13,131518,Petrol,Manual,3rd Owner,Nagpur,240632
2134,Renault,Duster,2014,11,78194,Electric,Automatic,1st Owner,Ahmedabad,1043528
2135,Tata,Punch,2017,8,22119,CNG,Manual,1st Owner,Kolkata,544087
2136,Volkswagen,Taigun,2017,8,117724,CNG,Automatic,1st Owner,Nagpur,200518
2137,Hyundai,i10,2022,3,94203,Electric,Manual,3rd Owner,Mumbai,1913780
2138,Toyota,Glanza,2008,17,27278,Electric,Automatic,2nd Owner,Delhi,439827
2139,Kia,Carens,2019,6,102179,Electric,Manual,3rd Owner,Chennai,1346827
2140,Volkswagen,Taigun,2021,4,38139,Petrol,Manual,1st Owner,Delhi,421512
2141,Volkswagen,Virtus,2022,3,24393,Diesel,Automatic,3rd Owner,Jaipur,891847
2142,Renault,Kwid,2019,6,8771,CNG,Automatic,2nd Owner,Chennai,525117
2143,Mahindra,XUV500,2020,5,46910,Electric,Manual,1st Owner,Delhi,866292
2144,Mahindra,XUV700,2021,4,94579,Electric,Manual,1st Owner,Nagpur,891510
2145,Renault,Kiger,2007,18,77116,CNG,Manual,1st Owner,Nagpur,240007
2146,Renault,Captur,2023,2,17319,CNG,Automatic,1st Owner,Jaipur,1959412
2147,Volkswagen,Vento,2012,13,102955,Petrol,Automatic,3rd Owner,Jaipur,134865
2148,Renault,Kwid,2015,10,56159,Diesel,Automatic,1st Owner,Pune,411514
2149,Volkswagen,Polo,2005,20,70174,Diesel,Automatic,2nd Owner,Delhi,262114
2150,Mahindra,XUV500,2006,19,20485,CNG,Manual,3rd Owner,Pune,94500
2151,Maruti,Baleno,2014,11,60621,Electric,Manual,2nd Owner,Pune,903461
2152,Kia,Carnival,2011,14,104382,Electric,Manual,2nd Owner,Pune,419318
2153,Kia,Carnival,2023,2,69315,Diesel,Automatic,1st Owner,Nagpur,415012
2154,Toyota,Yaris,2015,10,117774,Petrol,Automatic,3rd Owner,Hyderabad,1013583
2155,Hyundai,Creta,2017,8,103454,Diesel,Automatic,3rd Owner,Delhi,913619
2156,Hyundai,i10,2017,8,81068,Diesel,Automatic,3rd Owner,Nagpur,252023
2157,Kia,Sonet,2020,5,132443,Diesel,Automatic,1st Owner,Delhi,1305491
2158,Ford,Endeavour,2005,20,94945,Diesel,Automatic,1st Owner,Jaipur,94013
2159,Honda,Jazz,2007,18,113058,Petrol,Manual,1st Owner,Nagpur,517399
2160,Toyota,Glanza,2015,10,145355,CNG,Automatic,2nd Owner,Mumbai,844344
2161,Maruti,Baleno,2022,3,148356,Petrol,Manual,2nd Owner,Bangalore,167882
2162,Renault,Captur,2011,14,115682,Diesel,Manual,2nd Owner,Hyderabad,464006
2163,Kia,Sonet,2023,2,88096,Diesel,Manual,3rd Owner,Kolkata,326796
2164,Ford,Aspire,2005,20,50534,Diesel,Automatic,3rd Owner,Jaipur,408118
2165,Toyota,Fortuner,2008,17,67162,CNG,Automatic,1st Owner,Ahmedabad,210522
2166,Mahindra,Bolero,2018,7,149912,Petrol,Manual,2nd Owner,Hyderabad,188387
2167,Mahindra,XUV700,2021,4,142027,Petrol,Automatic,1st Owner,Jaipur,1320446
2168,Toyota,Yaris,2012,13,66351,Diesel,Automatic,2nd Owner,Ahmedabad,802540
2169,Honda,City,2012,13,7209,Petrol,Manual,2nd Owner,Bangalore,1209504
2170,Ford,Figo,2010,15,147855,Diesel,Automatic,1st Owner,Chennai,404994
2171,Maruti,WagonR,2007,18,49665,Diesel,Manual,3rd Owner,Mumbai,435332
2172,Tata,Nexon,2013,12,78268,Petrol,Manual,1st Owner,Ahmedabad,561378
2173,Mahindra,Scorpio,2013,12,102316,Diesel,Manual,1st Owner,Nagpur,981163
2174,Honda,City,2009,16,42800,CNG,Automatic,1st Owner,Nagpur,686184
2175,Ford,Aspire,2023,2,111659,Diesel,Manual,1st Owner,Chennai,453397
2176,Honda,Amaze,2010,15,80920,Petrol,Automatic,3rd Owner,Bangalore,320961
2177,Hyundai,Verna,2006,19,14291,Diesel,Automatic,2nd Owner,Jaipur,441847
2178,Ford,Ecosport,2006,19,129489,Petrol,Manual,3rd Owner,Kolkata,393871
2179,Tata,Nexon,2009,16,14213,Petrol,Automatic,1st Owner,Kolkata,725722
2180,Hyundai,Verna,2016,9,56535,Electric,Manual,1st Owner,Chennai,1242586
2181,Toyota,Innova,2006,19,30108,Electric,Manual,1st Owner,Chennai,61595
2182,Renault,Duster,2019,6,28455,Diesel,Manual,3rd Owner,Ahmedabad,648013
2183,Hyundai,i20,2022,3,104791,Petrol,Automatic,1st Owner,Kolkata,1504002
2184,Hyundai,i10,2013,12,87893,CNG,Automatic,1st Owner,Ahmedabad,310873
2185,Kia,Seltos,2020,5,6648,Electric,Automatic,2nd Owner,Bangalore,1407171
2186,Tata,Altroz,2014,11,81843,Diesel,Manual,2nd Owner,Delhi,308319
2187,Maruti,Baleno,2015,10,52470,Diesel,Automatic,1st Owner,Delhi,175467
2188,Honda,WRV,2020,5,52263,Electric,Manual,1st Owner,Delhi,1483929
2189,Toyota,Fortuner,2008,17,63890,Diesel,Automatic,2nd Owner,Pune,627491
2190,Honda,Civic,2005,20,40110,CNG,Automatic,3rd Owner,Chennai,292047
2191,Maruti,Baleno,2008,17,32866,Petrol,Automatic,3rd Owner,Nagpur,176319
2192,Ford,Freestyle,2017,8,79851,Electric,Automatic,2nd Owner,Jaipur,1236560
2193,Kia,Carnival,2009,16,61071,Electric,Automatic,1st Owner,Mumbai,745819
2194,Honda,WRV,2013,12,11195,Diesel,Automatic,3rd Owner,Jaipur,346062
2195,Hyundai,Verna,2006,19,133632,CNG,Manual,1st Owner,Kolkata,241552
2196,Ford,Freestyle,2021,4,57848,Electric,Manual,1st Owner,Chennai,863710
2197,Honda,Civic,2018,7,75888,Electric,Manual,3rd Owner,Delhi,428059
2198,Kia,Carnival,2015,10,76911,Electric,Manual,1st Owner,Mumbai,442935
2199,Tata,Altroz,2020,5,43898,Petrol,Automatic,2nd Owner,Mumbai,862355
2200,Maruti,Swift,2005,20,9764,Electric,Manual,2nd Owner,Kolkata,399962
2201,Hyundai,Verna,2005,20,5880,Petrol,Manual,2nd Owner,Pune,409183
2202,Maruti,Celerio,2007,18,105789,Diesel,Manual,1st Owner,Ahmedabad,262781
2203,Volkswagen,Virtus,2006,19,106765,Petrol,Automatic,2nd Owner,Jaipur,122207
2204,Kia,Carnival,2020,5,72636,Electric,Manual,1st Owner,Mumbai,257052
2205,Volkswagen,Taigun,2012,13,70284,Electric,Manual,1st Owner,Bangalore,801254
2206,Hyundai,Verna,2007,18,88451,Petrol,Automatic,3rd Owner,Hyderabad,376440
2207,Volkswagen,Taigun,2009,16,9763,Diesel,Automatic,3rd Owner,Mumbai,184334
2208,Toyota,Glanza,2013,12,113232,Electric,Manual,2nd Owner,Chennai,798369
2209,Volkswagen,Taigun,2014,11,76653,Electric,Automatic,2nd Owner,Delhi,207044
2210,Kia,Sonet,2013,12,9202,Diesel,Manual,3rd Owner,Jaipur,491618
2211,Mahindra,XUV700,2019,6,80755,Petrol,Manual,2nd Owner,Delhi,250875
2212,Kia,Seltos,2020,5,73702,CNG,Manual,2nd Owner,Bangalore,1228977
2213,Mahindra,XUV500,2014,11,46882,Diesel,Automatic,2nd Owner,Mumbai,138851
2214,Tata,Punch,2008,17,41566,CNG,Manual,3rd Owner,Pune,640158
2215,Tata,Tiago,2016,9,9692,CNG,Automatic,1st Owner,Mumbai,314786
2216,Tata,Altroz,2006,19,74337,Electric,Automatic,1st Owner,Mumbai,114897
2217,Mahindra,XUV700,2009,16,125135,Petrol,Manual,1st Owner,Delhi,322937
2218,Tata,Punch,2018,7,22994,CNG,Manual,1st Owner,Mumbai,1017110
2219,Toyota,Innova,2020,5,117560,Electric,Automatic,1st Owner,Hyderabad,931329
2220,Maruti,WagonR,2010,15,42834,Electric,Automatic,1st Owner,Hyderabad,722819
2221,Maruti,Swift,2007,18,92266,Diesel,Manual,2nd Owner,Ahmedabad,276883
2222,Honda,WRV,2009,16,73019,Diesel,Automatic,3rd Owner,Kolkata,183650
2223,Ford,Freestyle,2010,15,47777,CNG,Manual,3rd Owner,Delhi,813164
2224,Tata,Harrier,2019,6,5994,Electric,Automatic,3rd Owner,Kolkata,1405163
2225,Ford,Ecosport,2009,16,77367,Petrol,Automatic,2nd Owner,Jaipur,641561
2226,Honda,Civic,2014,11,129074,Electric,Manual,3rd Owner,Delhi,214365
2227,Toyota,Innova,2006,19,113208,Petrol,Automatic,3rd Owner,Nagpur,464550
2228,Tata,Altroz,2012,13,87105,CNG,Manual,2nd Owner,Mumbai,637463
2229,Ford,Freestyle,2009,16,33957,Diesel,Manual,2nd Owner,Kolkata,448845
2230,Toyota,Glanza,2016,9,72312,Diesel,Manual,2nd Owner,Hyderabad,809265
2231,Hyundai,i10,2008,17,134252,Diesel,Manual,3rd Owner,Delhi,487901
2232,Ford,Ecosport,2014,11,64073,CNG,Automatic,3rd Owner,Jaipur,510018
2233,Kia,Carens,2023,2,115041,Petrol,Automatic,2nd Owner,Hyderabad,224342
2234,Hyundai,i10,2006,19,52643,Petrol,Manual,2nd Owner,Hyderabad,237484
2235,Honda,City,2010,15,69784,Petrol,Manual,3rd Owner,Kolkata,153569
2236,Kia,Carnival,2005,20,67840,Electric,Manual,1st Owner,Jaipur,293564
2237,Maruti,Baleno,2010,15,21379,Diesel,Manual,3rd Owner,Ahmedabad,160506
2238,Honda,City,2005,20,60012,CNG,Automatic,1st Owner,Bangalore,129089
2239,Renault,Kwid,2023,2,127325,Electric,Manual,3rd Owner,Pune,1386120
2240,Tata,Tiago,2006,19,137992,CNG,Manual,3rd Owner,Hyderabad,408211
2241,Toyota,Fortuner,2005,20,36583,Petrol,Manual,2nd Owner,Chennai,212932
2242,Tata,Nexon,2005,20,128875,Diesel,Automatic,3rd Owner,Mumbai,306821
2243,Renault,Kiger,2006,19,64427,Electric,Manual,2nd Owner,Pune,386192
2244,Kia,Seltos,2020,5,45534,Diesel,Manual,3rd Owner,Nagpur,1286216
2245,Renault,Kwid,2022,3,56895,Electric,Automatic,1st Owner,Mumbai,1783914
2246,Kia,Seltos,2005,20,52726,CNG,Manual,3rd Owner,Jaipur,337805
2247,Renault,Kiger,2006,19,8861,Diesel,Automatic,3rd Owner,Hyderabad,265890
2248,Tata,Altroz,2017,8,53817,Diesel,Manual,2nd Owner,Nagpur,262931
2249,Ford,Freestyle,2017,8,149568,CNG,Automatic,2nd Owner,Kolkata,960910
2250,Renault,Triber,2007,18,119538,Petrol,Manual,3rd Owner,Chennai,165397
2251,Maruti,Swift,2018,7,83169,Diesel,Automatic,1st Owner,Mumbai,1475649
2252,Mahindra,Scorpio,2016,9,17168,CNG,Manual,2nd Owner,Bangalore,456850
2253,Mahindra,XUV700,2009,16,80643,CNG,Manual,1st Owner,Mumbai,84913
2254,Hyundai,Venue,2007,18,9055,CNG,Manual,1st Owner,Delhi,180246
2255,Hyundai,Venue,2020,5,100611,Electric,Automatic,2nd Owner,Bangalore,805269
2256,Volkswagen,Taigun,2012,13,86227,Petrol,Manual,1st Owner,Chennai,135936
2257,Honda,WRV,2018,7,73046,Diesel,Automatic,3rd Owner,Nagpur,1337094
2258,Hyundai,Creta,2020,5,69692,CNG,Automatic,3rd Owner,Pune,572431
2259,Hyundai,Venue,2020,5,91380,Petrol,Manual,1st Owner,Nagpur,1246628
2260,Renault,Kiger,2008,17,94487,CNG,Automatic,1st Owner,Kolkata,120546
2261,Volkswagen,Virtus,2010,15,64528,Electric,Manual,1st Owner,Hyderabad,508136
2262,Toyota,Fortuner,2018,7,126261,Electric,Manual,1st Owner,Chennai,277218
2263,Maruti,Dzire,2011,14,21029,Electric,Manual,2nd Owner,Kolkata,600444
2264,Renault,Kiger,2012,13,131131,Petrol,Manual,1st Owner,Ahmedabad,539253
2265,Mahindra,XUV700,2005,20,53683,Electric,Automatic,1st Owner,Hyderabad,450689
2266,Renault,Duster,2017,8,18057,Diesel,Manual,2nd Owner,Hyderabad,1294435
2267,Ford,Ecosport,2019,6,53742,CNG,Manual,2nd Owner,Kolkata,1319732
2268,Maruti,Dzire,2017,8,59230,Diesel,Automatic,1st Owner,Bangalore,941959
2269,Kia,Carnival,2020,5,114463,Diesel,Automatic,3rd Owner,Delhi,774403
2270,Ford,Freestyle,2020,5,18662,Electric,Manual,2nd Owner,Jaipur,2068854
2271,Volkswagen,Vento,2010,15,20082,CNG,Automatic,1st Owner,Hyderabad,102450
2272,Maruti,Celerio,2009,16,129325,Diesel,Automatic,3rd Owner,Pune,441514
2273,Renault,Captur,2013,12,7315,CNG,Manual,3rd Owner,Chennai,1002373
2274,Renault,Kiger,2019,6,136022,CNG,Automatic,2nd Owner,Delhi,1231499
2275,Volkswagen,Polo,2012,13,143141,CNG,Manual,1st Owner,Ahmedabad,415401
2276,Tata,Harrier,2011,14,52254,Petrol,Manual,1st Owner,Delhi,824273
2277,Hyundai,Venue,2016,9,133475,Electric,Manual,2nd Owner,Pune,885788
2278,Honda,Amaze,2022,3,102504,Petrol,Automatic,2nd Owner,Jaipur,1381782
2279,Mahindra,Bolero,2016,9,51064,Petrol,Automatic,3rd Owner,Mumbai,654242
2280,Tata,Altroz,2005,20,52233,Electric,Manual,1st Owner,Hyderabad,189839
2281,Honda,WRV,2007,18,20872,Electric,Manual,1st Owner,Ahmedabad,635124
2282,Maruti,Baleno,2007,18,109873,Diesel,Automatic,1st Owner,Chennai,70189
2283,Honda,Civic,2011,14,59703,Diesel,Automatic,2nd Owner,Delhi,551791
2284,Ford,Freestyle,2012,13,34656,Electric,Manual,3rd Owner,Hyderabad,930277
2285,Mahindra,XUV700,2005,20,146539,Diesel,Manual,3rd Owner,Kolkata,217185
2286,Tata,Tiago,2022,3,90209,Petrol,Manual,3rd Owner,Nagpur,796384
2287,Tata,Harrier,2010,15,146798,Petrol,Manual,3rd Owner,Pune,500576
2288,Maruti,WagonR,2023,2,117522,Petrol,Manual,2nd Owner,Kolkata,1480097
2289,Toyota,Glanza,2019,6,48569,CNG,Automatic,1st Owner,Nagpur,1505310
2290,Volkswagen,Taigun,2005,20,123657,Petrol,Automatic,2nd Owner,Mumbai,316988
2291,Toyota,Etios,2005,20,49471,Petrol,Manual,3rd Owner,Pune,178201
2292,Tata,Altroz,2007,18,102361,CNG,Manual,3rd Owner,Mumbai,301447
2293,Volkswagen,Polo,2023,2,64027,Diesel,Manual,2nd Owner,Bangalore,971854
2294,Maruti,Baleno,2012,13,98721,Petrol,Manual,1st Owner,Chennai,612042
2295,Maruti,Swift,2012,13,93511,CNG,Automatic,3rd Owner,Mumbai,500743
2296,Volkswagen,Taigun,2011,14,55761,Diesel,Manual,1st Owner,Hyderabad,490947
2297,Tata,Punch,2018,7,39671,Petrol,Manual,2nd Owner,Nagpur,745649
2298,Honda,Jazz,2007,18,47386,Petrol,Automatic,2nd Owner,Nagpur,462993
2299,Volkswagen,Vento,2006,19,35907,Diesel,Manual,2nd Owner,Kolkata,220319
